"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99"
0.20847,0.061694,0.045423,0.030796,0.021632,0.017887,0.015412,0.013228,0.011188,0.009351,0.007824,0.006686,0.005904,0.005607,0.005817,0.006446,0.007101,0.007738,0.008335,0.00895,0.009395,0.009806,0.010124,0.010353,0.010412,0.010249,0.010092,0.010014,0.009949,0.009872,0.009474,0.009244,0.009436,0.00968,0.010007,0.010364,0.010555,0.01076,0.010971,0.011141,0.011679,0.012188,0.012585,0.013014,0.013487,0.013893,0.014468,0.015052,0.015735,0.016553,0.0171,0.017786,0.0189,0.019981,0.02108,0.022394,0.023751,0.025094,0.026841,0.029014,0.032113,0.035444,0.038193,0.040806,0.043507,0.046163,0.049748,0.053338,0.057876,0.063667,0.068895,0.074776,0.081542,0.088521,0.094691,0.101684,0.11029,0.118619,0.129174,0.14106,0.16154,0.177924,0.194794,0.211013,0.224409,0.232666,0.238248,0.242923,0.247966,0.255885,0.27049,0.285938,0.299134,0.310635,0.324208,0.341933,0.361646,0.394986,0.447889,0.512396
0.203559,0.053551,0.037953,0.026502,0.018725,0.015675,0.013554,0.011575,0.009834,0.008278,0.006936,0.006023,0.005467,0.005242,0.005437,0.005984,0.006557,0.007125,0.007705,0.008265,0.008801,0.009263,0.009592,0.009809,0.009906,0.009914,0.009762,0.009559,0.009506,0.009547,0.009661,0.009537,0.009533,0.009901,0.010217,0.010502,0.01073,0.010895,0.011086,0.01134,0.011602,0.012005,0.012532,0.012913,0.013307,0.013772,0.014349,0.014912,0.015548,0.016318,0.017221,0.017917,0.018752,0.020022,0.021176,0.022209,0.023646,0.025293,0.026916,0.029066,0.031689,0.034876,0.038143,0.040762,0.043138,0.045361,0.048788,0.052812,0.056981,0.062354,0.068952,0.074751,0.080278,0.086285,0.091956,0.097764,0.105579,0.113429,0.121657,0.13162,0.151141,0.166033,0.181261,0.195406,0.205933,0.210245,0.210969,0.210266,0.210298,0.215407,0.230204,0.24743,0.264086,0.278483,0.291581,0.308836,0.326679,0.346041,0.383555,0.453408
0.212008,0.068511,0.046479,0.031514,0.022225,0.017766,0.014749,0.012025,0.009758,0.008026,0.006785,0.005913,0.005465,0.005376,0.005622,0.006203,0.006828,0.007391,0.007952,0.008516,0.009038,0.009478,0.009812,0.009983,0.010032,0.009975,0.009915,0.009722,0.009522,0.009525,0.009645,0.009838,0.009769,0.009805,0.010206,0.01055,0.010921,0.01127,0.011544,0.011824,0.01214,0.012354,0.012696,0.013148,0.013381,0.013623,0.014046,0.014665,0.015392,0.016374,0.017589,0.018824,0.019643,0.020399,0.021386,0.022113,0.023114,0.024913,0.027227,0.029784,0.03301,0.036097,0.039464,0.04267,0.044838,0.046596,0.048889,0.052836,0.057682,0.063162,0.070134,0.077517,0.083818,0.089843,0.096179,0.102354,0.109819,0.118925,0.127616,0.137463,0.156112,0.171288,0.187508,0.203441,0.216587,0.224169,0.227653,0.228447,0.228108,0.230234,0.239451,0.250883,0.262824,0.276916,0.29671,0.330886,0.376457,0.428609,0.485275,0.57117
0.196285,0.05742,0.040222,0.026275,0.018457,0.015243,0.012981,0.010961,0.00915,0.007622,0.006423,0.005545,0.004987,0.004815,0.004989,0.005448,0.006053,0.006739,0.007485,0.008357,0.009297,0.010022,0.010497,0.01068,0.010495,0.01008,0.009742,0.009563,0.009386,0.00937,0.009681,0.010032,0.010329,0.010214,0.010072,0.0102,0.010341,0.010607,0.010962,0.011331,0.011745,0.012121,0.01235,0.012731,0.013242,0.013525,0.013919,0.014512,0.01524,0.016045,0.017087,0.018148,0.019175,0.019767,0.020271,0.021113,0.022275,0.023982,0.02669,0.030068,0.033525,0.036827,0.039709,0.042853,0.045754,0.047657,0.050034,0.0534,0.058695,0.065107,0.072244,0.079942,0.087799,0.094621,0.10124,0.108216,0.116184,0.125896,0.136071,0.144937,0.1627,0.178107,0.194996,0.212148,0.226818,0.235711,0.2398,0.240217,0.238621,0.239267,0.24775,0.259567,0.272562,0.286742,0.305697,0.334171,0.367302,0.410821,0.461965,0.522244
0.192258,0.057692,0.040851,0.02737,0.018569,0.015093,0.012638,0.010503,0.008723,0.007286,0.006205,0.005436,0.00498,0.004837,0.005068,0.005594,0.006205,0.006881,0.007592,0.008322,0.009104,0.009729,0.01011,0.010286,0.010194,0.009826,0.009548,0.009427,0.009457,0.009468,0.009599,0.009888,0.010155,0.01034,0.010082,0.009827,0.010036,0.010346,0.010842,0.011497,0.012143,0.012609,0.012917,0.012978,0.013159,0.013468,0.013687,0.014162,0.014967,0.015988,0.017125,0.018323,0.019402,0.020343,0.0207,0.020977,0.022129,0.023773,0.02604,0.029478,0.033447,0.036547,0.039325,0.041705,0.044401,0.047091,0.04972,0.053192,0.057961,0.064989,0.07304,0.080713,0.08851,0.096149,0.102413,0.108285,0.115166,0.123862,0.135,0.145461,0.160033,0.176801,0.195342,0.214374,0.230741,0.240174,0.244,0.243345,0.239968,0.239025,0.247193,0.258846,0.272511,0.287454,0.303726,0.32503,0.343661,0.359271,0.381374,0.40877
0.186795,0.058441,0.042848,0.028924,0.019838,0.01586,0.013152,0.010839,0.00892,0.00747,0.006406,0.005656,0.005154,0.004934,0.005014,0.005409,0.006001,0.00678,0.007765,0.008916,0.01019,0.011097,0.011618,0.011663,0.011274,0.010403,0.009697,0.009256,0.009119,0.009244,0.009477,0.00972,0.009932,0.010092,0.010167,0.009862,0.00972,0.010041,0.010425,0.010923,0.011424,0.011672,0.011901,0.012071,0.012117,0.012505,0.012971,0.013468,0.014161,0.01509,0.016057,0.017129,0.018021,0.018832,0.019566,0.019865,0.020688,0.022458,0.024715,0.027569,0.031287,0.0345,0.037008,0.039297,0.041376,0.044158,0.047631,0.051192,0.055549,0.061301,0.068381,0.076153,0.083147,0.090411,0.097651,0.104543,0.112322,0.120937,0.131688,0.143934,0.157187,0.174361,0.193542,0.21338,0.230495,0.240157,0.243933,0.242975,0.239061,0.238137,0.248062,0.26227,0.279452,0.301419,0.32867,0.362558,0.398621,0.430968,0.460948,0.510824
0.201925,0.06147,0.043381,0.030183,0.021505,0.018314,0.016247,0.01416,0.012097,0.010106,0.008255,0.006834,0.005891,0.00543,0.005506,0.006055,0.006816,0.007738,0.008806,0.010041,0.011365,0.012338,0.01294,0.013203,0.013032,0.012523,0.012104,0.011892,0.011888,0.012101,0.012528,0.012834,0.012941,0.013136,0.013401,0.013726,0.01369,0.013828,0.014532,0.015165,0.015734,0.016149,0.016434,0.016805,0.017249,0.017711,0.018433,0.019433,0.020265,0.021195,0.022292,0.023501,0.024504,0.025399,0.026294,0.027242,0.028189,0.029856,0.032764,0.036172,0.03987,0.043815,0.047403,0.050127,0.052886,0.055784,0.060026,0.065181,0.070143,0.075863,0.082257,0.090096,0.098079,0.105126,0.112491,0.120269,0.128705,0.13703,0.146189,0.156437,0.169775,0.185507,0.203388,0.222378,0.239264,0.249454,0.254061,0.253448,0.248899,0.24638,0.254295,0.265349,0.277987,0.294426,0.318521,0.353036,0.390111,0.428411,0.460471,0.495249
0.196033,0.059688,0.040003,0.027132,0.019544,0.016407,0.014371,0.012424,0.010557,0.008818,0.007293,0.006127,0.005386,0.005066,0.005166,0.005664,0.006303,0.007037,0.007894,0.008852,0.009867,0.010675,0.011129,0.011281,0.01114,0.01072,0.01033,0.010059,0.009924,0.009925,0.010044,0.010245,0.010365,0.010409,0.010648,0.011021,0.011429,0.01144,0.011498,0.011913,0.012177,0.012458,0.012692,0.012878,0.013195,0.013618,0.014029,0.014693,0.015605,0.016329,0.017117,0.017976,0.018896,0.019678,0.020483,0.0214,0.022649,0.023925,0.025732,0.02852,0.031557,0.034512,0.037749,0.040792,0.043167,0.045752,0.048687,0.052915,0.058083,0.06317,0.068915,0.074826,0.081831,0.088952,0.095418,0.1023,0.110232,0.118721,0.127126,0.137016,0.14888,0.163064,0.178869,0.195328,0.209511,0.217023,0.219984,0.21934,0.216372,0.217133,0.229831,0.245578,0.261436,0.278095,0.296499,0.318826,0.34171,0.360736,0.377896,0.397524
0.236219,0.074383,0.051687,0.033622,0.02351,0.019392,0.016497,0.013921,0.011696,0.009795,0.008272,0.007167,0.006463,0.006191,0.006353,0.006878,0.007534,0.008225,0.008981,0.009843,0.010725,0.011429,0.011876,0.011986,0.011815,0.011423,0.011056,0.010787,0.010622,0.010592,0.010677,0.010823,0.011076,0.011246,0.011358,0.011726,0.012155,0.01256,0.012481,0.01242,0.012749,0.013062,0.013464,0.013836,0.014153,0.014599,0.015099,0.015557,0.016371,0.017513,0.018375,0.019246,0.020231,0.021264,0.022151,0.0232,0.024544,0.02623,0.027833,0.029912,0.032917,0.035866,0.038673,0.041916,0.044973,0.047327,0.050242,0.053772,0.059042,0.065801,0.072656,0.079605,0.086277,0.093596,0.100354,0.106091,0.113056,0.121974,0.131944,0.142839,0.157954,0.175153,0.19365,0.212089,0.226746,0.232409,0.232753,0.229918,0.225761,0.227162,0.243751,0.264431,0.284783,0.305013,0.325909,0.34985,0.379532,0.414102,0.448968,0.500312
0.191126,0.055376,0.03916,0.026173,0.018009,0.014998,0.012991,0.01113,0.009481,0.008058,0.00683,0.005901,0.005337,0.005121,0.005279,0.005764,0.006361,0.007041,0.00777,0.008581,0.00948,0.010219,0.010745,0.011023,0.010997,0.010761,0.010511,0.010291,0.010096,0.009926,0.009831,0.009857,0.010026,0.010409,0.010793,0.011161,0.011673,0.012153,0.012522,0.012311,0.012091,0.012404,0.012749,0.013208,0.013658,0.014038,0.014488,0.014976,0.015404,0.016254,0.017457,0.018275,0.01915,0.020232,0.021373,0.022418,0.023766,0.025349,0.027173,0.028785,0.030739,0.033542,0.036337,0.039166,0.042732,0.04631,0.049227,0.052642,0.056495,0.062031,0.068875,0.075071,0.081349,0.087607,0.094594,0.101409,0.108713,0.117672,0.128809,0.140485,0.153773,0.169549,0.186609,0.203926,0.218456,0.225991,0.229803,0.231512,0.232435,0.237388,0.253659,0.272543,0.290334,0.307071,0.324957,0.348795,0.377634,0.417687,0.468744,0.529264
0.180742,0.048226,0.035211,0.023704,0.016262,0.012952,0.010732,0.008869,0.007329,0.00619,0.005385,0.004852,0.004542,0.004486,0.004687,0.005141,0.005644,0.006234,0.006885,0.007574,0.008342,0.008971,0.009443,0.009735,0.009815,0.009712,0.009573,0.009418,0.009258,0.009058,0.008893,0.008824,0.008923,0.009183,0.009663,0.010033,0.010438,0.01076,0.011042,0.011236,0.011016,0.010947,0.011378,0.011827,0.012333,0.012699,0.012926,0.013347,0.013861,0.014387,0.015523,0.016627,0.017506,0.018435,0.019515,0.020484,0.021881,0.023287,0.024947,0.026936,0.028711,0.030883,0.033869,0.036877,0.039967,0.043603,0.046967,0.050303,0.054351,0.059211,0.066421,0.073816,0.080674,0.087371,0.093759,0.100132,0.107222,0.115236,0.125305,0.138396,0.152859,0.168999,0.186171,0.203365,0.217682,0.225162,0.229323,0.231855,0.233557,0.238549,0.252807,0.268115,0.281291,0.292469,0.304507,0.32408,0.347248,0.375646,0.420109,0.48769
0.186063,0.054942,0.039044,0.02683,0.018242,0.014241,0.011489,0.009216,0.007501,0.006347,0.005705,0.005345,0.00517,0.005165,0.005378,0.005802,0.006325,0.006959,0.007737,0.008657,0.00966,0.010451,0.010999,0.011273,0.011252,0.010985,0.010702,0.010451,0.010236,0.010051,0.00993,0.009911,0.010024,0.010301,0.010716,0.011265,0.011725,0.011982,0.01224,0.012546,0.012904,0.012879,0.012984,0.013615,0.014133,0.014551,0.01484,0.015216,0.015882,0.016798,0.017878,0.019224,0.020613,0.021606,0.022486,0.023406,0.024917,0.026696,0.028813,0.031578,0.034916,0.037819,0.040971,0.044989,0.048691,0.051889,0.055916,0.060682,0.06577,0.07258,0.081199,0.090953,0.101024,0.109818,0.117696,0.124273,0.131614,0.140575,0.150694,0.16398,0.183262,0.201537,0.22077,0.239726,0.255126,0.262668,0.266265,0.268012,0.268758,0.27241,0.285585,0.299605,0.310869,0.321251,0.337357,0.37087,0.413837,0.465382,0.531286,0.636128
0.189077,0.062658,0.0425,0.028689,0.019784,0.015307,0.012313,0.009817,0.007909,0.006657,0.00598,0.005542,0.005297,0.005224,0.00531,0.005596,0.006072,0.006697,0.007503,0.00853,0.009696,0.010627,0.011205,0.01146,0.011334,0.010897,0.010481,0.010168,0.009943,0.00981,0.009766,0.009797,0.00987,0.009987,0.01018,0.010427,0.010733,0.010996,0.011203,0.011592,0.012136,0.012695,0.012741,0.012774,0.013165,0.013337,0.013626,0.013992,0.014552,0.015463,0.016638,0.017667,0.018817,0.019915,0.020512,0.020997,0.021907,0.023535,0.025553,0.028187,0.031503,0.034808,0.037304,0.039759,0.042653,0.044982,0.047682,0.051821,0.0571,0.063119,0.070943,0.078865,0.087221,0.095592,0.102051,0.107276,0.112798,0.119931,0.129502,0.141041,0.159843,0.17706,0.194872,0.212009,0.225314,0.230891,0.232593,0.232453,0.231524,0.233111,0.242345,0.252866,0.261595,0.26981,0.285183,0.320561,0.368876,0.430183,0.51078,0.627003
0.176526,0.056589,0.039542,0.025832,0.017843,0.014213,0.011706,0.009639,0.007968,0.006753,0.005993,0.005493,0.005204,0.005163,0.005355,0.00575,0.00629,0.006948,0.007683,0.008532,0.009474,0.010237,0.010704,0.01086,0.010741,0.010342,0.009964,0.009698,0.009541,0.009473,0.00948,0.009507,0.00957,0.009638,0.009699,0.009802,0.00999,0.010307,0.010619,0.010962,0.011564,0.012177,0.012703,0.012631,0.012478,0.012671,0.012919,0.013365,0.013926,0.014662,0.015604,0.016489,0.017185,0.018062,0.018954,0.019509,0.020407,0.02194,0.024211,0.026916,0.030253,0.03354,0.036435,0.038257,0.03979,0.041701,0.044049,0.047251,0.052298,0.058831,0.065895,0.073176,0.080018,0.087279,0.094566,0.100084,0.106217,0.112983,0.121441,0.132745,0.149466,0.164619,0.18016,0.195103,0.206802,0.212045,0.214156,0.214941,0.215518,0.21917,0.230368,0.243529,0.256565,0.269216,0.28522,0.314679,0.353092,0.400841,0.462539,0.550394
0.169975,0.054242,0.038392,0.025706,0.0177,0.014597,0.012435,0.010574,0.009016,0.007707,0.006682,0.005948,0.005491,0.005312,0.005448,0.005862,0.00646,0.00726,0.008254,0.0094,0.010649,0.01165,0.012281,0.012453,0.012168,0.011562,0.01095,0.010474,0.010163,0.010014,0.009974,0.009955,0.009947,0.009996,0.010061,0.010136,0.010331,0.01067,0.011184,0.011683,0.012188,0.012802,0.013352,0.013758,0.013456,0.013116,0.013479,0.01401,0.014794,0.015778,0.016881,0.017825,0.018597,0.01912,0.019838,0.020663,0.021541,0.02297,0.025238,0.028353,0.031762,0.035166,0.038235,0.040727,0.041878,0.042908,0.045662,0.049375,0.054289,0.061779,0.07082,0.078377,0.085696,0.092265,0.099107,0.106232,0.113005,0.121168,0.130061,0.141305,0.160481,0.17746,0.195133,0.212667,0.227916,0.238006,0.245451,0.251356,0.255684,0.259728,0.266165,0.271719,0.275879,0.280957,0.293784,0.327798,0.37459,0.433747,0.510167,0.611908
0.166833,0.055498,0.040322,0.027175,0.01867,0.014974,0.01245,0.010286,0.008547,0.007263,0.006379,0.00576,0.005366,0.005196,0.005266,0.005597,0.006158,0.007018,0.008165,0.009612,0.011223,0.012452,0.013231,0.013475,0.013113,0.012366,0.011613,0.010968,0.010473,0.010156,0.009972,0.009855,0.009736,0.009655,0.009633,0.009624,0.009745,0.010015,0.010454,0.01105,0.011565,0.012038,0.01242,0.012735,0.012927,0.012609,0.012567,0.013189,0.013946,0.01487,0.015828,0.016463,0.017083,0.017614,0.018025,0.018844,0.020018,0.021434,0.023383,0.026174,0.029192,0.032542,0.035201,0.037482,0.039207,0.039984,0.041851,0.045682,0.050653,0.057229,0.065989,0.073682,0.080283,0.08646,0.091581,0.098154,0.104961,0.112911,0.122713,0.133344,0.151854,0.168893,0.1864,0.203204,0.216907,0.224822,0.230026,0.234031,0.237437,0.242387,0.252371,0.263122,0.273323,0.284029,0.299802,0.327921,0.360855,0.399284,0.448901,0.522889
0.184909,0.053461,0.037794,0.025991,0.017946,0.014475,0.012203,0.010177,0.008487,0.007224,0.006385,0.005807,0.00545,0.005321,0.005437,0.005793,0.006348,0.007135,0.008154,0.00943,0.01088,0.011955,0.012541,0.012654,0.012261,0.011472,0.010756,0.010248,0.009912,0.009795,0.009872,0.009995,0.010077,0.010106,0.010078,0.010038,0.01014,0.010402,0.010844,0.011453,0.012216,0.012794,0.013068,0.013292,0.013492,0.013709,0.013598,0.01372,0.014521,0.015342,0.016151,0.016802,0.01738,0.018075,0.018889,0.019818,0.0213,0.023312,0.025439,0.027996,0.030951,0.034269,0.03724,0.03962,0.041784,0.043775,0.045721,0.049029,0.054658,0.061704,0.069763,0.078098,0.086061,0.092815,0.09949,0.106509,0.114645,0.124425,0.135256,0.147838,0.164663,0.181844,0.199774,0.217285,0.231886,0.240942,0.247297,0.252271,0.256173,0.26082,0.269194,0.277495,0.2854,0.295107,0.313545,0.353448,0.405663,0.467107,0.545129,0.656178
